secteur,gain_km,deux_receptifs,signal_mercato_a,signal_mercato_b,score_indiv_a,score_indiv_b,niveau,dep_a,nom_commune_a,nom_commune_b
santé_domicile,106.9,False,0,0,0.64,0.597,inter_departemental,43,Coubon,Issoire
santé_domicile,151.3,False,0,0,0.64,0.656,inter_departemental,43,Coubon,Volvic
santé_domicile,131.6,False,0,0,0.64,0.69,inter_departemental,43,Coubon,Chas
santé_domicile,150.0,False,0,0,0.64,0.661,inter_departemental,43,Coubon,Royat
santé_domicile,134.1,False,0,0,0.64,0.4,inter_departemental,43,Coubon,Saint-Sulpice
santé_domicile,63.6,False,0,0,0.64,0.57,inter_departemental,43,Coubon,Ambert
santé_domicile,149.6,False,0,0,0.64,0.674,inter_departemental,43,Coubon,Saint-Pardoux
santé_domicile,138.9,False,0,0,0.64,0.665,inter_departemental,43,Coubon,Saint-Saturnin
santé_domicile,134.1,False,0,0,0.64,0.4,inter_departemental,43,Coubon,Saint-Sulpice
santé_domicile,138.9,False,0,0,0.64,0.665,inter_departemental,43,Coubon,Saint-Saturnin
santé_domicile,150.8,False,0,0,0.64,0.609,inter_departemental,43,Coubon,Saint-Priest-des-Champs
santé_domicile,145.2,False,0,0,0.625,0.621,inter_departemental,43,Yssingeaux,Chamalières
santé_domicile,140.1,False,0,0,0.625,0.642,inter_departemental,43,Yssingeaux,Cournon-d'Auvergne
santé_domicile,133.1,False,0,0,0.625,0.665,inter_departemental,43,Yssingeaux,Saint-Saturnin
santé_domicile,128.3,False,0,0,0.625,0.4,inter_departemental,43,Yssingeaux,Saint-Sulpice
santé_domicile,128.3,False,0,0,0.625,0.4,inter_departemental,43,Yssingeaux,Saint-Sulpice
santé_domicile,144.7,False,0,0,0.625,0.658,inter_departemental,43,Yssingeaux,Cébazat
santé_domicile,133.1,False,0,0,0.625,0.665,inter_departemental,43,Yssingeaux,Saint-Saturnin
santé_domicile,141.3,False,0,0,0.625,0.684,inter_departemental,43,Yssingeaux,Chambaron sur Morge
santé_domicile,145.4,False,0,0,0.625,0.671,inter_departemental,43,Yssingeaux,Blanzat
santé_domicile,101.1,False,0,0,0.625,0.597,inter_departemental,43,Yssingeaux,Issoire
santé_domicile,145.5,False,0,0,0.625,0.656,inter_departemental,43,Yssingeaux,Volvic
santé_domicile,125.8,False,0,0,0.625,0.69,inter_departemental,43,Yssingeaux,Chas
santé_domicile,144.2,False,0,0,0.625,0.661,inter_departemental,43,Yssingeaux,Royat
santé_domicile,128.3,False,0,0,0.625,0.4,inter_departemental,43,Yssingeaux,Saint-Sulpice
santé_domicile,57.9,False,0,0,0.625,0.57,inter_departemental,43,Yssingeaux,Ambert
santé_domicile,143.8,False,0,0,0.625,0.674,inter_departemental,43,Yssingeaux,Saint-Pardoux
santé_domicile,133.1,False,0,0,0.625,0.665,inter_departemental,43,Yssingeaux,Saint-Saturnin
santé_domicile,128.3,False,0,0,0.625,0.4,inter_departemental,43,Yssingeaux,Saint-Sulpice
santé_domicile,133.1,False,0,0,0.625,0.665,inter_departemental,43,Yssingeaux,Saint-Saturnin
santé_domicile,145.0,False,0,0,0.625,0.609,inter_departemental,43,Yssingeaux,Saint-Priest-des-Champs
santé_domicile,129.4,False,0,0,0.592,0.621,inter_departemental,43,Langeac,Chamalières
santé_domicile,124.4,False,0,0,0.592,0.642,inter_departemental,43,Langeac,Cournon-d'Auvergne
santé_domicile,117.3,False,0,0,0.592,0.665,inter_departemental,43,Langeac,Saint-Saturnin
santé_domicile,112.5,False,0,0,0.592,0.4,inter_departemental,43,Langeac,Saint-Sulpice
santé_domicile,112.5,False,0,0,0.592,0.4,inter_departemental,43,Langeac,Saint-Sulpice
santé_domicile,128.9,False,0,0,0.592,0.658,inter_departemental,43,Langeac,Cébazat
santé_domicile,117.3,False,0,0,0.592,0.665,inter_departemental,43,Langeac,Saint-Saturnin
santé_domicile,125.5,False,0,0,0.592,0.684,inter_departemental,43,Langeac,Chambaron sur Morge
santé_domicile,129.6,False,0,0,0.592,0.671,inter_departemental,43,Langeac,Blanzat
santé_domicile,85.3,False,0,0,0.592,0.597,inter_departemental,43,Langeac,Issoire
santé_domicile,129.7,False,0,0,0.592,0.656,inter_departemental,43,Langeac,Volvic
santé_domicile,110.0,False,0,0,0.592,0.69,inter_departemental,43,Langeac,Chas
santé_domicile,128.4,False,0,0,0.592,0.661,inter_departemental,43,Langeac,Royat
santé_domicile,112.5,False,0,0,0.592,0.4,inter_departemental,43,Langeac,Saint-Sulpice
santé_domicile,42.1,False,0,0,0.592,0.57,inter_departemental,43,Langeac,Ambert
santé_domicile,128.1,False,0,0,0.592,0.674,inter_departemental,43,Langeac,Saint-Pardoux
santé_domicile,117.3,False,0,0,0.592,0.665,inter_departemental,43,Langeac,Saint-Saturnin
santé_domicile,112.5,False,0,0,0.592,0.4,inter_departemental,43,Langeac,Saint-Sulpice
santé_domicile,117.3,False,0,0,0.592,0.665,inter_departemental,43,Langeac,Saint-Saturnin
santé_domicile,129.3,False,0,0,0.592,0.609,inter_departemental,43,Langeac,Saint-Priest-des-Champs
santé_domicile,133.6,False,0,0,0.646,0.621,inter_departemental,43,Monistrol-sur-Loire,Chamalières
santé_domicile,128.5,False,0,0,0.646,0.642,inter_departemental,43,Monistrol-sur-Loire,Cournon-d'Auvergne
santé_domicile,121.5,False,0,0,0.646,0.665,inter_departemental,43,Monistrol-sur-Loire,Saint-Saturnin
santé_domicile,116.7,False,0,0,0.646,0.4,inter_departemental,43,Monistrol-sur-Loire,Saint-Sulpice
santé_domicile,116.7,False,0,0,0.646,0.4,inter_departemental,43,Monistrol-sur-Loire,Saint-Sulpice
santé_domicile,133.0,False,0,0,0.646,0.658,inter_departemental,43,Monistrol-sur-Loire,Cébazat
santé_domicile,121.5,False,0,0,0.646,0.665,inter_departemental,43,Monistrol-sur-Loire,Saint-Saturnin
santé_domicile,129.7,False,0,0,0.646,0.684,inter_departemental,43,Monistrol-sur-Loire,Chambaron sur Morge
santé_domicile,133.7,False,0,0,0.646,0.671,inter_departemental,43,Monistrol-sur-Loire,Blanzat
santé_domicile,89.4,False,0,0,0.646,0.597,inter_departemental,43,Monistrol-sur-Loire,Issoire
santé_domicile,133.9,False,0,0,0.646,0.656,inter_departemental,43,Monistrol-sur-Loire,Volvic
santé_domicile,114.1,False,0,0,0.646,0.69,inter_departemental,43,Monistrol-sur-Loire,Chas
santé_domicile,132.6,False,0,0,0.646,0.661,inter_departemental,43,Monistrol-sur-Loire,Royat
santé_domicile,116.7,False,0,0,0.646,0.4,inter_departemental,43,Monistrol-sur-Loire,Saint-Sulpice
santé_domicile,46.2,False,0,0,0.646,0.57,inter_departemental,43,Monistrol-sur-Loire,Ambert
santé_domicile,132.2,False,0,0,0.646,0.674,inter_departemental,43,Monistrol-sur-Loire,Saint-Pardoux
santé_domicile,121.5,False,0,0,0.646,0.665,inter_departemental,43,Monistrol-sur-Loire,Saint-Saturnin
santé_domicile,116.7,False,0,0,0.646,0.4,inter_departemental,43,Monistrol-sur-Loire,Saint-Sulpice
santé_domicile,121.5,False,0,0,0.646,0.665,inter_departemental,43,Monistrol-sur-Loire,Saint-Saturnin
santé_domicile,133.4,False,0,0,0.646,0.609,inter_departemental,43,Monistrol-sur-Loire,Saint-Priest-des-Champs
santé_domicile,143.7,False,0,0,0.606,0.621,inter_departemental,43,Tence,Chamalières
santé_domicile,138.6,False,0,0,0.606,0.642,inter_departemental,43,Tence,Cournon-d'Auvergne
santé_domicile,131.6,False,0,0,0.606,0.665,inter_departemental,43,Tence,Saint-Saturnin
santé_domicile,126.8,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Sulpice
santé_domicile,126.8,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Sulpice
santé_domicile,143.2,False,0,0,0.606,0.658,inter_departemental,43,Tence,Cébazat
santé_domicile,131.6,False,0,0,0.606,0.665,inter_departemental,43,Tence,Saint-Saturnin
santé_domicile,139.8,False,0,0,0.606,0.684,inter_departemental,43,Tence,Chambaron sur Morge
santé_domicile,143.8,False,0,0,0.606,0.671,inter_departemental,43,Tence,Blanzat
santé_domicile,99.6,False,0,0,0.606,0.597,inter_departemental,43,Tence,Issoire
santé_domicile,144.0,False,0,0,0.606,0.656,inter_departemental,43,Tence,Volvic
santé_domicile,124.3,False,0,0,0.606,0.69,inter_departemental,43,Tence,Chas
santé_domicile,142.7,False,0,0,0.606,0.661,inter_departemental,43,Tence,Royat
santé_domicile,126.8,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Sulpice
santé_domicile,56.3,False,0,0,0.606,0.57,inter_departemental,43,Tence,Ambert
santé_domicile,142.3,False,0,0,0.606,0.674,inter_departemental,43,Tence,Saint-Pardoux
santé_domicile,131.6,False,0,0,0.606,0.665,inter_departemental,43,Tence,Saint-Saturnin
santé_domicile,126.8,False,0,0,0.606,0.4,inter_departemental,43,Tence,Saint-Sulpice
santé_domicile,131.6,False,0,0,0.606,0.665,inter_departemental,43,Tence,Saint-Saturnin
santé_domicile,143.5,False,0,0,0.606,0.609,inter_departemental,43,Tence,Saint-Priest-des-Champs
santé_domicile,101.4,False,0,0,0.4,0.621,inter_departemental,43,Saint-Vert,Chamalières
santé_domicile,96.4,False,0,0,0.4,0.642,inter_departemental,43,Saint-Vert,Cournon-d'Auvergne
santé_domicile,89.3,False,0,0,0.4,0.665,inter_departemental,43,Saint-Vert,Saint-Saturnin
santé_domicile,84.5,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Sulpice
santé_domicile,84.5,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Sulpice
santé_domicile,100.9,False,0,0,0.4,0.658,inter_departemental,43,Saint-Vert,Cébazat
santé_domicile,89.3,False,0,0,0.4,0.665,inter_departemental,43,Saint-Vert,Saint-Saturnin
santé_domicile,97.5,False,0,0,0.4,0.684,inter_departemental,43,Saint-Vert,Chambaron sur Morge
santé_domicile,101.6,False,0,0,0.4,0.671,inter_departemental,43,Saint-Vert,Blanzat
santé_domicile,57.3,False,0,0,0.4,0.597,inter_departemental,43,Saint-Vert,Issoire
santé_domicile,101.7,False,0,0,0.4,0.656,inter_departemental,43,Saint-Vert,Volvic
santé_domicile,82.0,False,0,0,0.4,0.69,inter_departemental,43,Saint-Vert,Chas
santé_domicile,100.4,False,0,0,0.4,0.661,inter_departemental,43,Saint-Vert,Royat
santé_domicile,84.5,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Sulpice
santé_domicile,14.1,False,0,0,0.4,0.57,inter_departemental,43,Saint-Vert,Ambert
santé_domicile,100.0,False,0,0,0.4,0.674,inter_departemental,43,Saint-Vert,Saint-Pardoux
santé_domicile,89.3,False,0,0,0.4,0.665,inter_departemental,43,Saint-Vert,Saint-Saturnin
santé_domicile,84.5,False,0,0,0.4,0.4,inter_departemental,43,Saint-Vert,Saint-Sulpice
santé_domicile,89.3,False,0,0,0.4,0.665,inter_departemental,43,Saint-Vert,Saint-Saturnin
santé_domicile,101.2,False,0,0,0.4,0.609,inter_departemental,43,Saint-Vert,Saint-Priest-des-Champs
santé_domicile,142.0,False,0,0,0.66,0.621,inter_departemental,43,Roche-en-Régnier,Chamalières
santé_domicile,137.0,False,0,0,0.66,0.642,inter_departemental,43,Roche-en-Régnier,Cournon-d'Auvergne
santé_domicile,129.9,False,0,0,0.66,0.665,inter_departemental,43,Roche-en-Régnier,Saint-Saturnin
santé_domicile,125.1,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Sulpice
santé_domicile,125.1,False,0,0,0.66,0.4,inter_departemental,43,Roche-en-Régnier,Saint-Sulpice
